MSE,MAE
0.19742661714553833,0.34884801506996155
0.21426081657409668,0.3598425090312958
0.2481004148721695,0.3929883539676666
0.4945136606693268,0.5674429535865784
0.263278990983963,0.4158415198326111
0.1926310807466507,0.3413469195365906
0.3228841722011566,0.45278897881507874
0.32486021518707275,0.4511318802833557
0.2646705210208893,0.4034842848777771
0.2865793704986572,0.428859680891037
0.30260467529296875,0.437600702047348
0.20687831938266754,0.3628596067428589
0.35633453726768494,0.46410518884658813
0.3405866324901581,0.46622395515441895
0.2298375517129898,0.38683444261550903
0.2945641577243805,0.4189911186695099
0.12818528711795807,0.2770816683769226
0.27457600831985474,0.41069296002388
0.6128565073013306,0.6257964968681335
0.11959033459424973,0.27759161591529846
0.25648003816604614,0.40276238322257996
0.22492823004722595,0.3812725245952606
0.2572196424007416,0.3932039439678192
0.26963603496551514,0.41089579463005066
0.3044368326663971,0.43405917286872864
0.37610113620758057,0.4906742572784424
0.239403635263443,0.38878315687179565
0.2858040928840637,0.42831483483314514
0.23715505003929138,0.3869931995868683
0.30918216705322266,0.45820558071136475
0.27555301785469055,0.4164764881134033
0.29338282346725464,0.42974910140037537
0.2725037932395935,0.4183490574359894
0.28861886262893677,0.4306240975856781
0.3047334551811218,0.4472936987876892
0.2978278398513794,0.44291576743125916
0.2825937271118164,0.4218606650829315
0.33203020691871643,0.4603483974933624
0.24296492338180542,0.40295398235321045
0.3011670708656311,0.43826156854629517
0.3300475776195526,0.4683036208152771
0.20674528181552887,0.36118045449256897
0.3608650863170624,0.4696226418018341
0.4957168996334076,0.5737199783325195
0.34489569067955017,0.46590954065322876
0.2267674058675766,0.3856554329395294
0.283926784992218,0.4234600365161896
0.19281402230262756,0.3502468764781952
0.18498378992080688,0.3442135453224182
0.23202760517597198,0.377692312002182
